linkedin_url,headline,City,State,Country,Job_Title,Employer,Grad_Year,Degree,Degree_Program,Degree_Major,Index,field_of_study,education_start_year,education_end_year,current_job_title,current_job_description,current_company_name,current_company_url,current_job_industry,current_job_country,current_job_location,current_job_start_date,previous_job_title,previous_job_description,previous_company_name,total_experience_years,Skills,total_experience_count
external_validation_index_33,"Senior Manager, Basketball Logistics and Assistant to General Manager",Florham Park,New Jersey,United States,Basketball Operations,Washington Wizards,2020,Master of Science,Sports Analytics and Management (MS),Sports Analytics & Management,33,"Master's degree, Sports Analytics and Management",2019,2020,"Senior Manager, Basketball Logistics and Assistant to General Manager",NA,Washington Wizards,https://www.washingtonwizards.com,Spectator Sports,United States,NA,2024-08-01T00:00:00Z,"Manager, Basketball Operations and Assistant to General Manager",NA,Washington Wizards,11.1,"Social Media, Basketball, Mac OS X Server, Team Building, Sports, Teamwork, Time Management, Team Leadership, Athletics, Management, Strength Training, Microsoft Office, Microsoft Excel",12
external_validation_index_34,Unknown,Parkton,Maryland,United States,Unknown,Unknown,2020,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_35,Unknown,Parkton,Maryland,United States,Unknown,Unknown,2020,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_36,Resources Analyst,Parkton,Maryland,United States,Resources Analyst,NASA Goddard Space Flight Center,2020,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,36,Master of Business Administration - MBA,2017,2020,Resources Analyst,"Serve as a senior resources analyst for the Mars Sampler Return - Capture, Containment and Return System Project. Daniel performs budget formulation and execution activities and supports the project's program planning and control (PP&C) efforts.",NASA Goddard Space Flight Center,https://www.nasa.gov/goddard,Defense & Space,United States,NA,2021-12-01T00:00:00Z,Resources Analyst,"As resources analyst (RA) for the Joint Polar Satellite System (JPSS) Flight Project, Daniel’s primary responsibility is to oversee financial aspects of the Ozone Mapping Instrument Suite (OMPS) and Advanced Technology Microwave Sounder (ATMS) instruments. OMPS and ATMS are large, out of house instrument builds procured via cost-plus award fee contracts. ATMS is a National Oceanic and Atmospheric Administration (NOAA) funded instrument, while OMPS is funded by NOAA and National Aeronautics and Space Administration (NASA).",NASA Goddard Space Flight Center,15,"Leadership, Sports, Project Planning, Soccer, AP Style, Blogging, Macroeconomic Analysis, MS Excel Pivot Tables, Earned Value Management, Microsoft Office, SAP Business Objects, SAP, Video Conferencing, Customer Service, Time Management, Management, Visual Communication, Personal Development, Sports Writing, Government Business",11
external_validation_index_37,Resources Analyst,Parkton,Maryland,United States,Resources Analyst,NASA Goddard Space Flight Center,2020,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_38,Senior Supply Chain Manager,Alexandria,Virginia,United States,Senior Supply Chain Manager,"Gap Solutions, Inc",2019,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_39,Unknown,Mombasa,Unknown,Kenya,Unknown,Unknown,2019,BS in Business Administration,Business Administration: Intl Business & Management (BSBA),Business Administration,39,NA,2015,2019,NA,NA,NA,NA,NA,United States,NA,NA,NA,NA,NA,NA,,0
external_validation_index_40,Unknown,Washington,District of Columbia,United States,Unknown,Unknown,2020,Bachelor of Science,Accounting (BS),Accounting,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_41,Theatrical Distribution Coordinator,New York,New York,United States,VOD Asset Management Coordinator,MGM+,2020,Bachelor of Science,Business and Entertainment: Film (BS),Business and Entertainment,41,Bachelor of Science in Business & Entertainment,2016,2020,Theatrical Distribution Coordinator,NA,NEON,http://neonrated.com,"Movies, Videos, and Sound",United States,"New York, New York, United States",2025-09-01T00:00:00Z,Digital Supply Chain Mgr I,NA,MGM+,13.6,"Film, Final Cut Pro, Adobe Premiere Pro, Microsoft Excel, Microsoft Office",18
external_validation_index_42,"Senior Analyst, Corporate Development",Washington,District of Columbia,United States,Financial Analyst,Playtika,2020,Bachelor of Science,Finance (BS),Finance,42,"Bachelor of Science (B.S.) , Finance",2016,2020,"Senior Analyst, Corporate Development",NA,Playtika,http://www.playtika.com,Computer Games,Israel,"Tel Aviv-Yafo, Tel Aviv District, Israel",2024-08-01T00:00:00Z,Financial Analyst,NA,Playtika,7.8,"Research, Financial Modeling, Cash Flow, Project Management, Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Microsoft Dynamics CRM, Python (Programming Language), Management, Leadership, Public Speaking, English, French",6
external_validation_index_43,Assistant Studio Manager,Bryn Mawr,Pennsylvania,United States,Assistant Studio Manager,Orangetheory Fitness,2020,BS in Business Administration,Business Administration: Self-Designed (BSBA),Business Administration,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_44,Assistant Studio Manager,Bryn Mawr,Pennsylvania,United States,Assistant Studio Manager,Orangetheory Fitness,2020,BS in Business Administration,Business Administration: Self-Designed (BSBA),Dance,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_45,Educational Aide,Washington,District of Columbia,United States,Educational Aide,Murch Elementary School,2019,Bachelor of Science,Finance (BS),Finance,45,"Bachelor of Science - BS, Finance",2014,2019,Educational Aide,NA,Murch Elementary School,NA,NA,United States,"Washington, District of Columbia, United States",2021-11-01T00:00:00Z,Tutor and Nanny,NA,Private services,12.6,"Teaching, Multilingual, Microsoft Office, Foreign Languages, Translation, Microsoft Word, Microsoft PowerPoint, Microsoft Excel, Interpersonal Skills, French, English, Spanish, Heartsaver CPR AED Certification",8
external_validation_index_46,Marketing Automation Manager,Silver Spring,Maryland,United States,Marketing Automation Manager,Tax Analysts,2020,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_47,Marketing Automation Manager,Silver Spring,Maryland,United States,Marketing Automation Manager,Tax Analysts,2020,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_48,"Vice President, Community Development Banking",Unknown,Unknown,Unknown,"Senior Associate, Financial Services",Opportunity Finance Network,2020,Master of Business Admin,Business Administration (MBA),Business Administration,48,"Master of Business Administration - MBA, Strategy Consulting & Data Analytics",2018,2020,"Vice President, Community Development Banking",NA,JPMorganChase,http://www.jpmorganchase.com,Financial Services,United States,"Washington, District of Columbia, United States",2024-07-01T00:00:00Z,Investment Officer,NA,Opportunity Finance Network,13.7,"Microsoft Access, Tableau, Data Visualization, Databases, Legal Compliance, Legal Document Preparation, Loan Closing, Financing, Business Development, Post Closing, Loan Closings, Financial Analysis, Credit Portfolio Management, Loan Portfolio Analysis, Investment Portfolios, Community Development, Investment Banking, Credit Risk Management, Risk Assessment, Loan Servicing",9
external_validation_index_49,CRM Marketing Associate at DoorDash,Middletown,Delaware,United States,CRM Marketing Manager at Doordash,The Sage Group,2020,Bachelor of Science,Business and Entertainment: Self-Designed Spec (BS),Business and Entertainment,49,"Master of Business Administration - MBA, Marketing Analytics",2020,2022,CRM Marketing Associate at DoorDash,NA,The Sage Group,http://www.TheSageGroup.com,Staffing and Recruiting,United States,San Francisco Bay Area,2024-05-01T00:00:00Z,Marketing Coordinator,NA,Fraym,8.5,"Event Management, Iterable Cross-Channel Marketing, Braze, KPI Reporting, WordPress, Search Engine Optimization (SEO), monday.com, LinkedIn Advertising, Social Media Marketing, Event Planning, Email Marketing, Digital Marketing, Data Entry, Social Media Marketing/Promotion, Web Design, Photography, Dance",7
external_validation_index_50,Senior Manager Marketing Operations,Washington,District of Columbia,United States,"Senior Project Manager, Enterprise Marketing",EVERFI,2019,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,50,Master of Business Administration - MBA,2017,2019,Senior Manager Marketing Operations,"- Lead cross-channel digital marketing execution leveraging paid social, SEO, web production, analytics, and technical marketing tools.
- Oversee ongoing updates and maintenance of the alumni website, ensuring content accuracy, optimal user experience, and alignment with brand and campaign priorities.
- Drive marketing operations efficiency by managing workflows in Hive project management system and ensuring on-time delivery.
- Support and triage high-volume marketing requests with consistent stakeholder communication.
- Facilitate weekly air-traffic-control meetings to align priorities and address constraints.
- Develop and maintain Hive documentation and best practices to improve operational efficiency.",Geisel School of Medicine at Dartmouth,http://geiselmed.dartmouth.edu,Higher Education,United States,NA,2025-11-01T00:00:00Z,"Senior Project Manager, Enterprise Marketing","Manage up to 80 marketing projects from inception to successful delivery. Create and direct project schedules while overseeing timelines and maintaining open communication with internal clients and external vendors. Translate project requirements into actionable tasks for creative teams. Conduct project status meetings within team and with key stakeholders regularly. Collaborate with internal clients to understand departmental and project-level goals. Cultivate strong relationships and served as consultant for internal clients across diverse departments and teams to ensure project alignment with strategic marketing campaigns supporting individual departments and overarching EVERFI brand. Oversee all aspects of vendor and event coordination for the team.

- Contributed to the setup and logistics of Enterprise Marketing Webinars by using GoldCast.
- Recognized for managing 350+ annual marketing projects for over 100 enterprise account-level customers.
- Enhanced process efficiency and elevated service standards by identifying and implementing new opportunities.
- Delivered innovative insights to refine and enhance marketing request process by collaborating with marketing director and designers.",EVERFI,15.7,"Project Coordination, Project Plans, Google Workspace, Statements of Work (SOW), Time Management, Project Management Software, Creative Strategy, Creative Agencies, Creative Project Management, Creative Services, Project Managers, E-Commerce, DTC, Campaigns, Customer Relationship Management (CRM), Digital Project Management, Production Management, Adobe Creative Suite, Agile Project Management, Agile Methodologies",11
